	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YJR004C	gene-YJR004C	133.949429185197	-0.380136568859428	0.552867749002521	-0.687572334514479	0.491722134978047	0.579106190170701
gene-YER083C	gene-YER083C	304.458464860032	0.336722531444249	0.490860189056327	0.685984602034225	0.492722818356379	0.58016714349418
gene-YNL290W	gene-YNL290W	185.042179215543	0.337599757270994	0.495001498162956	0.682017647469534	0.495227792010713	0.582984321767828
gene-YGR007W	gene-YGR007W	356.756298987619	0.306072897356548	0.448867431890033	0.681878157361017	0.495315998088358	0.582984321767828
gene-YPL019C	gene-YPL019C	437.185943529507	0.294263243380717	0.431903978174149	0.681316353289217	0.495671337845267	0.583284433196333
gene-YDR239C	gene-YDR239C	195.247979999442	-0.323553968192749	0.475140364018737	-0.680965021485714	0.49589362352776	0.583427882579624
gene-YKR101W	gene-YKR101W	167.426494168376	0.322278638982991	0.473850724822828	0.680126930487424	0.496424093791578	0.583933785289749
gene-YCL016C	gene-YCL016C	100.802353208537	0.338668775644827	0.499211665921212	0.678407174279211	0.497513561524031	0.585071587916271
gene-YDR067C	gene-YDR067C	246.216934848397	-0.29399956316456	0.43344719493758	-0.678282306583845	0.497592714912273	0.585071587916271
gene-YML071C	gene-YML071C	311.465436394669	-0.291231589655617	0.429489265674053	-0.67808816874282	0.497715791824883	0.585097933269867
gene-HRA1	gene-HRA1	2.07600852435026	-1.4813879880913	2.19309374919213	-0.675478642277375	0.499371716184904	0.586925867435119
gene-YKL012W	gene-YKL012W	292.041984660706	-0.294794131355904	0.43816036086922	-0.672799636122019	0.501074769287361	0.588808443004072
gene-YBR282W	gene-YBR282W	164.444010601111	0.304185100759263	0.452637342636428	0.67202829308671	0.50156568456441	0.589147081384064
gene-YKL065W-A	gene-YKL065W-A	27.7230403202906	-0.560996707674727	0.834669791368691	-0.672118139983004	0.501508489105107	0.589147081384064
gene-YFL009W	gene-YFL009W	246.853359094686	0.30376701095097	0.452856424596865	0.670779952435002	0.502360720514162	0.589961710977634
gene-YML066C	gene-YML066C	83.2563584343248	0.392974242153069	0.586981901985546	0.669482723102331	0.503187598040601	0.590813397941813
gene-YDR205W	gene-YDR205W	169.328623634271	0.318514212237696	0.476448863838605	0.668517098921221	0.503803570896504	0.591417158967982
gene-YEL062W	gene-YEL062W	108.736562038659	0.326877091033786	0.48992749559795	0.667194827746576	0.504647694502974	0.592288449202602
gene-YLR166C	gene-YLR166C	256.962505970544	0.294559201699404	0.442256911642146	0.666036400891227	0.505387833966129	0.593037369475296
gene-YOL146W	gene-YOL146W	88.3345109964548	0.339727980082448	0.510414231880678	0.665592687003813	0.505671481984146	0.593130707021566
gene-YDR001C	gene-YDR001C	1691.16984884804	-0.293221259835142	0.440486414880021	-0.66567605703574	0.505618180562468	0.593130707021566
gene-YGR129W	gene-YGR129W	258.361876309381	-0.317690603944432	0.477778229457878	-0.66493319359676	0.506093223760599	0.593505612691001
gene-YHR191C	gene-YHR191C	72.6669637381382	-0.35089962946483	0.527960907996677	-0.664631839497932	0.506285999343505	0.593611908046087
gene-YLR427W	gene-YLR427W	263.131188538336	0.30652585933018	0.461911371922699	0.663603188755174	0.506944315864372	0.594263889431975
gene-YER088C	gene-YER088C	927.509232183494	-0.274519302898719	0.413806406879701	-0.663400320378619	0.507074200772292	0.594296280477629
gene-YNL190W	gene-YNL190W	1391.23265754603	0.290006659924502	0.437596854871176	0.662725649639042	0.507506279215961	0.594682761049026
gene-YKL059C	gene-YKL059C	331.040788473647	0.281695583970707	0.42536265238685	0.662248042676104	0.507812269200865	0.594921368392547
gene-YDR369C	gene-YDR369C	54.3026902155014	-0.38346737340592	0.57983762966834	-0.661335783993976	0.508396997885165	0.595486366728855
gene-YDR539W	gene-YDR539W	189.029062616008	-0.325210992827601	0.491969857227483	-0.661038451949763	0.508587654494121	0.595589653016287
gene-YOR071C	gene-YOR071C	129.468096579313	0.363004505702023	0.54928109538722	0.660872017534337	0.508694392689709	0.595594643495686
gene-YFR039C	gene-YFR039C	351.188954495383	-0.29284410838545	0.443290170551234	-0.660614937663283	0.508859286961771	0.59566770912826
gene-YFR013W	gene-YFR013W	189.971574450961	0.304212675301551	0.461127789476157	0.659714470140995	0.509437078999613	0.596223983718436
gene-YJR083C	gene-YJR083C	84.6658417443494	-0.350158738208151	0.531607407758251	-0.658679192761335	0.510101797112419	0.596881748503599
gene-YDR236C	gene-YDR236C	132.978583326457	-0.311678994725123	0.473953494027249	-0.657615142947344	0.510785461584792	0.597561413593158
gene-YPR106W	gene-YPR106W	188.922255158419	0.315947000478227	0.48080793957199	0.657116853684821	0.511105782825816	0.597815820040983
gene-snR69	gene-snR69	6.26922226768461	0.823031160413955	1.25283904789222	0.656932877210866	0.511224077139172	0.597833870489511
gene-YMR095C	gene-YMR095C	22.8186191450588	-0.493498791252581	0.755559318966892	-0.653156911527956	0.513655125434047	0.6005559422697
gene-YNL295W	gene-YNL295W	142.552010562511	-0.30246505873337	0.463734497148968	-0.652237563935658	0.514247930763797	0.601128112147866
gene-snR14	gene-snR14	7.872773819957	-0.780743667995069	1.19757005127845	-0.651939873714777	0.514439960880048	0.601231661499063
gene-YDR402C	gene-YDR402C	9.10139624407069	0.7246647560706	1.1121888427148	0.651566288240881	0.514681001249821	0.60139243652271
gene-YKL041W	gene-YKL041W	303.053639979661	-0.279683132169019	0.430573993105125	-0.649558813694385	0.51597724443304	0.602785878320568
gene-YPL060C-A	gene-YPL060C-A	7.21409705663905	-0.787308521551873	1.21382443133646	-0.648618120731862	0.516585239947695	0.603374882350483
gene-YPL124W	gene-YPL124W	19.1733187073398	-0.643158930009244	0.99195351516028	-0.648376078293671	0.516741738612307	0.603436404423292
gene-YNL145W	gene-YNL145W	2.66195734156227	-1.2916615158348	1.99464510280386	-0.647564578791044	0.517266613346272	0.603927994529637
gene-YNL217W	gene-YNL217W	281.917755501661	0.297335552467932	0.45966310332629	0.646855382379626	0.517725544758334	0.604342411354778
gene-YMR315W-A	gene-YMR315W-A	8.73895229352621	-0.740494756595682	1.14741671120607	-0.645358176644762	0.518695099962665	0.605352594574902
gene-snR32	gene-snR32	4.73750566332428	0.900821518563021	1.3988970342436	0.643951267685765	0.519607035306837	0.606295139370274
gene-YGL212W	gene-YGL212W	105.611376667617	-0.315798245886002	0.490814686913884	-0.643416454938747	0.5199539090509	0.606578105058978
gene-YDR363W	gene-YDR363W	267.507289460768	-0.302103886703583	0.470298271817052	-0.64236656778765	0.520635201622841	0.607251011806533
gene-YNR063W	gene-YNR063W	42.2803326841612	0.419932083868071	0.656123628198475	0.640019755150538	0.522159756158992	0.608907002968712
gene-YLR369W	gene-YLR369W	238.884857681388	0.281858756031047	0.440737904312881	0.639515578925462	0.522487582220384	0.609167066773295
gene-YDR004W	gene-YDR004W	169.729989590679	0.306621478162936	0.479633323992973	0.639283099869491	0.522638780642438	0.609221137804623
gene-YGL117W	gene-YGL117W	115.802499912076	-0.313021193539369	0.489798145566864	-0.639082030776365	0.522769568953013	0.609251400592523
gene-YNL003C	gene-YNL003C	153.85831731711	-0.302735160344756	0.474809264395118	-0.637593204358438	0.523738520478405	0.610258276066658
gene-YHL006C	gene-YHL006C	45.5234068185526	0.38219675261299	0.601703251960204	0.635191435924411	0.525303568057178	0.611959177700605
gene-YNL333W	gene-YNL333W	2.92459984222894	-1.19695133660382	1.88617146350361	-0.634593068426798	0.525693850099118	0.612291113582379
gene-YPL077C	gene-YPL077C	30.4803782086699	0.45009647366479	0.71115186503712	0.632911893778548	0.526791180385787	0.613323385497234
gene-YDR176W	gene-YDR176W	312.54885693868	-0.273489092456117	0.43202462369686	-0.633040520042249	0.526707182617836	0.613323385497234
gene-YCR022C	gene-YCR022C	2.70565844064686	1.16842953997128	1.84925803923881	0.631836939561027	0.527493433055993	0.614017991772768
gene-YIL111W	gene-YIL111W	51.8768241306566	-0.38611143302082	0.611262126388738	-0.63166261469841	0.527607362043895	0.61402763079678
gene-YKL011C	gene-YKL011C	83.5049433901476	0.341077697781378	0.541321715271196	0.630083161564102	0.52864017587663	0.61510644688588
gene-YOR249C	gene-YOR249C	87.9413032837672	-0.321552621223253	0.511620670180596	-0.628498104092919	0.529677688250774	0.616190297060348
gene-YKR037C	gene-YKR037C	106.552290756099	-0.321360595516422	0.511574236968987	-0.628179787591422	0.529886169666676	0.616309469302126
gene-YCL042W	gene-YCL042W	4.77826956235248	-0.905914586284528	1.44902177681862	-0.625190456608247	0.531846064687565	0.618465251693503
gene-YKL088W	gene-YKL088W	298.029281218093	-0.265958815748896	0.425741970144063	-0.624694848992456	0.532171354494267	0.618719726409418
gene-YJR060W	gene-YJR060W	199.890824263354	-0.276052125175124	0.442330309420178	-0.624085935998786	0.532571149666595	0.61906070437245
gene-YBR284W	gene-YBR284W	29.5435650721233	-0.43418231370571	0.696600484916093	-0.623287412379577	0.533095668137815	0.619546495344327
gene-YDR309C	gene-YDR309C	133.085161807708	-0.452580294541517	0.727149967918688	-0.622402962949901	0.533676932637079	0.620098027286426
gene-YOR090C	gene-YOR090C	298.382831463695	0.273717192702	0.439917176902878	0.622201648567201	0.533809282162863	0.62012783288638
gene-YGL053W	gene-YGL053W	6.74843488985045	-0.820190727155581	1.32209973056607	-0.620369786176725	0.535014359492988	0.621403568619753
gene-YDR487C	gene-YDR487C	295.394204155614	0.383138745064853	0.619569570597596	0.618395033015102	0.536314971166158	0.622789732750791
gene-YPR084W	gene-YPR084W	194.846759654963	0.274963300335325	0.446387551051187	0.615974391955647	0.537911421171047	0.624518813393153
gene-YJL136W-A	gene-YJL136W-A	4.81652905692993	-0.914242248172663	1.48566513166431	-0.615375718718315	0.538306623036775	0.624852824663418
gene-YGL033W	gene-YGL033W	4.7744785193035	-0.912644619983927	1.48450857463387	-0.614778948116897	0.538700713845763	0.625185413113333
gene-YPL177C	gene-YPL177C	560.804576974597	0.292097984051416	0.475390404674282	0.614438114819649	0.538925855620619	0.625321835269921
gene-YHR157W	gene-YHR157W	20.0268694412701	0.482600036098011	0.787976261732654	0.612455044060386	0.540236733073153	0.626717743038157
gene-YGR009C	gene-YGR009C	406.976686961279	-0.253565061775697	0.414763897135632	-0.611347958505606	0.540969247551789	0.627442280337457
gene-YGR096W	gene-YGR096W	54.5855840076681	0.349806282602196	0.572869535270357	0.610621199183005	0.541450384970421	0.6278750274238
gene-YJL187C	gene-YJL187C	98.7991094749319	0.323937104115547	0.530976311921757	0.61007825931655	0.541809967534442	0.628166672912463
gene-YBR293W	gene-YBR293W	116.82745313475	0.308543312983611	0.507117149211772	0.608426107188822	0.54290490058713	0.629205665316853
gene-YHR114W	gene-YHR114W	242.670264493174	0.268998938247371	0.442142056514801	0.608399346508143	0.542922644797663	0.629205665316853
gene-YEL044W	gene-YEL044W	411.784380549368	-0.253755124009849	0.417817124388581	-0.607335384783917	0.54362836013148	0.629897932433046
gene-YDR145W	gene-YDR145W	531.351784280183	-0.260027923832939	0.428757512009992	-0.606468496875873	0.544203695618281	0.630313248093553
gene-YJL047C-A	gene-YJL047C-A	1.9419257612853	-1.36230190838151	2.24625835636093	-0.606476055848054	0.544198677577563	0.630313248093553
gene-YDL022C-A	gene-YDL022C-A	2.89392243374943	-1.15616439795608	1.91307256846755	-0.604349472682168	0.545611321067462	0.631817692377783
gene-YMR158W	gene-YMR158W	84.2012462497198	0.402268541121035	0.666325075090952	0.603712146156478	0.54603503737728	0.632182397855927
gene-YOR158W	gene-YOR158W	263.801258895921	0.297908909371691	0.493952675417213	0.603112249812322	0.546434017811257	0.632518325337388
gene-YGL118C	gene-YGL118C	3.50675761639198	-1.0327728927747	1.71426487510232	-0.602458177714839	0.546869194102066	0.632896008785585
gene-YCR095W-A	gene-YCR095W-A	10.7211817512515	-0.627195127915877	1.04363302822423	-0.600972862063466	0.547858061646403	0.633914205512422
gene-snR17a	gene-snR17a	28.3588825888473	-0.456157288200149	0.759592749512099	-0.600528755037681	0.548153903033875	0.634130271582978
gene-YLR220W	gene-YLR220W	369.671743325241	0.265443326361741	0.442749944663774	0.599533279588142	0.548817324492102	0.634771400984695
gene-YOR072W	gene-YOR072W	4.47177797946119	0.899608282308888	1.50151544126246	0.599133553733226	0.549083827977078	0.63495328456084
gene-YKL071W	gene-YKL071W	81.450294189223	-0.329631943962185	0.551068763293364	-0.598168442704316	0.54972754566951	0.635571214527789
gene-YFL015C	gene-YFL015C	10.2970950607288	0.605488856754909	1.01501605902569	0.596531307431843	0.550820345514795	0.636708004799521
gene-YBR043C	gene-YBR043C	399.465985252097	-0.291221211102631	0.48907634754972	-0.59545143117563	0.5515417554178	0.637288406061283
gene-YCL008C	gene-YCL008C	96.9954394119461	-0.31414712218571	0.527438209235584	-0.595609337141128	0.551436237568295	0.637288406061283
gene-YNL085W	gene-YNL085W	478.971740260644	0.243765867540365	0.409628172284987	0.595090582223851	0.551782923544829	0.637440340219151
gene-YGR092W	gene-YGR092W	109.80602503269	-0.299733876629324	0.503922322655049	-0.594801744542882	0.551976001312534	0.637536669242537
gene-YMR287C	gene-YMR287C	105.886737766536	-0.309845679177917	0.521438479813121	-0.594213298736532	0.55236945913483	0.637864354558242
gene-YAL026C	gene-YAL026C	178.615963378608	0.267692110069827	0.45073282836293	0.593904178317985	0.552576204239768	0.637976340691603
gene-YJL160C	gene-YJL160C	5.65124284121096	0.797592531507284	1.34424925563547	0.593336784947844	0.55295578555309	0.638286287428498
gene-YER157W	gene-YER157W	134.821824130631	0.345167308841806	0.582219742654053	0.592847139240518	0.553283457087267	0.638286287428498
gene-YCL001W	gene-YCL001W	185.58373593259	0.283483131306122	0.47795532616642	0.593116376754038	0.553103271222054	0.638286287428498
gene-YOL036W	gene-YOL036W	855.608382206209	0.266867792626054	0.450146599896091	0.59284640312213	0.553283949770264	0.638286287428498
gene-YPL103C	gene-YPL103C	115.04469735278	0.386097696181114	0.652504438804104	0.59171658186532	0.554040390853163	0.639032099948122
gene-YFL028C	gene-YFL028C	237.864979945973	0.257346543921888	0.435551938773941	0.59085156329761	0.554619882455873	0.639573562863797
gene-YPL063W	gene-YPL063W	599.277801095022	0.269622107495779	0.456689308834742	0.590384102013969	0.554933166559717	0.639807888126378
gene-YDL180W	gene-YDL180W	179.43783074521	-0.267755539699036	0.453755846361489	-0.590087250326524	0.555132156090349	0.639910371121997
gene-YMR067C	gene-YMR067C	235.401894431719	0.267351219254595	0.453952318114021	0.588941191809143	0.555900724104461	0.640669246181861
gene-YGL143C	gene-YGL143C	83.0772743530267	-0.38009451521807	0.645678365182174	-0.588674695815196	0.556079515628958	0.640748244416237
gene-tV(AAC)E2	gene-tV(AAC)E2	2.09526110027114	1.47649708338293	2.51075695574187	0.588068502610864	0.556486313659268	0.641089882059002
gene-YKL186C	gene-YKL186C	476.890549752012	-0.27773810899042	0.473664020414277	-0.58636100066774	0.557632946216813	0.642283528222774
gene-snR61	gene-snR61	4.678655250816	-0.856477445750084	1.46114509621975	-0.586168648114378	0.557762188050341	0.64230509945484
gene-YKL040C	gene-YKL040C	379.388398047032	0.2434826062267	0.41610880199742	0.585141686640431	0.558452450803631	0.642972591931597
gene-YDL119C	gene-YDL119C	59.3733767627414	0.342863504136196	0.588433697544826	0.582671430216786	0.560114509488819	0.644656514589436
gene-YDR140W	gene-YDR140W	146.366917138764	-0.274130020726621	0.470497815131959	-0.582638243813601	0.560136854555515	0.644656514589436
gene-YCL050C	gene-YCL050C	705.10299606092	-0.239620531664093	0.412275183548138	-0.58121502633717	0.561095541616123	0.645632011061751
gene-YIL082W-A	gene-YIL082W-A	38.7974428121873	0.365695214484425	0.629372750610081	0.581047104644965	0.561208706934249	0.645634403147636
gene-YGR153W	gene-YGR153W	94.376617249495	-0.301023830691756	0.518395740675478	-0.580683456811426	0.561453813313067	0.64578855392352
gene-YHL046C	gene-YHL046C	2.80906379523231	1.03995722485854	1.79472791939762	0.57945118790351	0.562284773551477	0.646616364044556
gene-YMR321C	gene-YMR321C	12.6284325589453	0.543099294469918	0.940708642173063	0.577329972450709	0.563716570040969	0.647916910126657
gene-YJL065C	gene-YJL065C	186.875302594052	0.263355347064281	0.45594557821822	0.577602590408798	0.563532457650968	0.647916910126657
gene-YDR484W	gene-YDR484W	145.889371164578	-0.269334691962858	0.466650054080631	-0.577166314688395	0.563827110142977	0.647916910126657
gene-YAL068C	gene-YAL068C	7.38091628881822	-0.684281214734135	1.185692533902	-0.577115226054624	0.563861619308436	0.647916910126657
gene-YKR073C	gene-YKR073C	18.6995257038138	0.496512987282991	0.860588527875221	0.576945858793718	0.563976030170395	0.647920278187456
gene-YPL076W	gene-YPL076W	101.373405673508	-0.328852695667792	0.5704299270268	-0.576499724307667	0.564277456155595	0.648138453592158
gene-YBL010C	gene-YBL010C	59.1358737863188	0.374259043087475	0.653093287285201	0.573056024880009	0.566606760882247	0.650043129539601
gene-YHR123W	gene-YHR123W	90.8686878379631	0.286197809865142	0.499223841791296	0.573285540286333	0.566451374247293	0.650043129539601
gene-YDR130C	gene-YDR130C	129.624911053483	0.27497693439586	0.479637612305646	0.573301441215233	0.56644060974966	0.650043129539601
gene-YEL017W	gene-YEL017W	187.618460014247	-0.265377770514632	0.462513002425893	-0.573773643384551	0.566120986421294	0.650043129539601
gene-YGL018C	gene-YGL018C	154.05549369506	-0.268036742936977	0.467648317769963	-0.573158787815474	0.566537185741142	0.650043129539601
gene-YKL033W-A	gene-YKL033W-A	256.73892062785	-0.271701749023136	0.473617840278316	-0.5736729614397	0.566189128568297	0.650043129539601
gene-snR87	gene-snR87	15.6669178867127	-0.524757328843973	0.916434017575446	-0.572607867866245	0.566910231280302	0.6502629295838
gene-YDR466W	gene-YDR466W	348.081307365412	-0.246208699596113	0.430928685334833	-0.571344419564012	0.567766196939678	0.65098779574145
gene-YJL007C	gene-YJL007C	1.87298885822833	-1.30570616425974	2.28495961390383	-0.571435116977387	0.567704730314239	0.65098779574145
gene-YOR184W	gene-YOR184W	1089.76442447706	0.232361906962705	0.408322519177596	0.569064638978782	0.569312274476968	0.652631743443815
gene-YOL116W	gene-YOL116W	148.741871204555	0.267484551001034	0.470900183118557	0.568028131205229	0.570015866413656	0.653180641876216
gene-YCR026C	gene-YCR026C	573.455098136024	-0.25757284628687	0.453402059586433	-0.568089272734697	0.569974351420835	0.653180641876216
gene-YBR146W	gene-YBR146W	327.960940461841	-0.319374976845081	0.562856087478228	-0.567418535483876	0.570429859689107	0.653526186578571
gene-YGR206W	gene-YGR206W	129.794477558586	-0.28552587912844	0.503410987172854	-0.567182454105635	0.570590227547091	0.653581080509203
gene-YOR286W	gene-YOR286W	218.867028639801	0.333532754338405	0.589297776571139	0.565983391756683	0.571405070710243	0.654127687801444
gene-YGR168C	gene-YGR168C	199.132653880831	0.270422345928098	0.477643291748846	0.566159622880858	0.571285275163824	0.654127687801444
gene-YDL190C	gene-YDL190C	263.833392922183	-0.247781847215474	0.437746159643198	-0.566040025153933	0.571366572071289	0.654127687801444
gene-YDR132C	gene-YDR132C	96.1815781444446	0.302111261118716	0.535065021252452	0.564625324248536	0.572328636562914	0.655055934561571
gene-YER022W	gene-YER022W	186.829354068242	0.256100094450219	0.454025830297006	0.564065031900693	0.57270987484642	0.655234211143188
gene-YHR129C	gene-YHR129C	58.6279645059055	-0.325076612610973	0.576239800690316	-0.564134258379137	0.572662764725084	0.655234211143188
gene-YDL069C	gene-YDL069C	81.3666650647771	0.295757457574516	0.524705666233691	0.56366354817063	0.57298312950718	0.655417821038325
gene-YER071C	gene-YER071C	135.660771368048	0.262659114553531	0.466473300495489	0.563074273006695	0.573384309272209	0.655618651483392
gene-YJL112W	gene-YJL112W	220.735549406684	-0.260042372014802	0.461728766466408	-0.563192919524802	0.573303523766886	0.655618651483392
gene-YBR292C	gene-YBR292C	4.68244629386497	-0.850882651303004	1.51175732218554	-0.562843413301871	0.573541515344002	0.655669411325598
gene-YKL096W	gene-YKL096W	2282.658174789	0.240908093214394	0.429037559870185	0.561508165595772	0.574451165324485	0.65651517884902
gene-YMR001C-A	gene-YMR001C-A	4.82961930971892	-0.847554493934249	1.50964634512783	-0.561425857565655	0.574507260775313	0.65651517884902
gene-YGR196C	gene-YGR196C	225.806497241189	0.249249899986032	0.445462157129766	0.559531030855723	0.575799359597176	0.657862370351639
gene-YDL045W-A	gene-YDL045W-A	162.260122721307	0.256597215811805	0.458864044695774	0.559200963287347	0.576024575806481	0.657990336986491
gene-YLR066W	gene-YLR066W	181.276746926052	0.28828623369392	0.515705781352133	0.559012995623318	0.576152851048981	0.658007539850006
gene-YPR003C	gene-YPR003C	118.9389296262	-0.27060071885795	0.484699899903518	-0.55828507270543	0.576649736451487	0.658445632270342
gene-YDR301W	gene-YDR301W	203.60033572489	0.246707570522053	0.442195578497928	0.557915055053426	0.576902390590852	0.658604732687886
gene-YBR215W	gene-YBR215W	247.652167495138	0.240962110034746	0.432067223821537	0.557695878672513	0.57705207243081	0.658646238210501
gene-YBR087W	gene-YBR087W	118.949633135551	-0.358461842321981	0.644093672803009	-0.556536816705562	0.577843933219184	0.659420565456488
gene-snR58	gene-snR58	4.48865927529915	0.800238457350544	1.43834481501634	0.556360650795307	0.577964332947061	0.659428485097825
gene-YMR204C	gene-YMR204C	85.0564043733653	-0.307068803156803	0.554524076779352	-0.553751975820857	0.57974859892799	0.661221692780516
gene-YMR252C	gene-YMR252C	60.9445094864631	-0.309771061507432	0.559426049584571	-0.553730134192835	0.579763548934877	0.661221692780516
gene-YMR087W	gene-YMR087W	48.891865876486	-0.337965356427377	0.611306274041447	-0.552857660355801	0.580360881622804	0.661773090836127
gene-YMR224C	gene-YMR224C	76.5148388097469	-0.302185388015831	0.547213976917299	-0.552225273407993	0.580794020784277	0.662137082934135
gene-YNL211C	gene-YNL211C	94.9376147636164	0.299132649875935	0.542026526982016	0.55187824762285	0.58103177255677	0.662278223592851
gene-YNL094W	gene-YNL094W	394.442401534712	-0.243170655230061	0.441432884168451	-0.550866652556104	0.581725088960769	0.66293847392941
gene-YPL104W	gene-YPL104W	179.26693918565	0.316976004482918	0.578067098123158	0.548337737110556	0.58346002007374	0.664785264981097
gene-YDR284C	gene-YDR284C	110.60354941669	-0.315424083990683	0.575614323104321	-0.547978171025319	0.583706891598335	0.664936192467566
gene-YLR098C	gene-YLR098C	145.513766060758	0.264141736850495	0.484743137453631	0.544910729913658	0.585814916204919	0.667206798546539
gene-YNL271C	gene-YNL271C	423.292349607828	-0.23746936899092	0.43638509967155	-0.544173871128169	0.586321830395306	0.667653306868636
gene-YMR312W	gene-YMR312W	256.452496279907	0.240589955087809	0.442405860225638	0.543821808700956	0.586564099794964	0.667798344369898
gene-YNL074C	gene-YNL074C	613.417668696943	-0.224172313843507	0.412681425838752	-0.543209119208333	0.586985828562669	0.66814759804274
gene-YLR446W	gene-YLR446W	112.547079573311	0.295225073632111	0.543875216357749	0.542817662494698	0.587255351046664	0.668323497216215
gene-YHR135C	gene-YHR135C	518.786954754736	-0.222046958850455	0.409421037985599	-0.542343793428284	0.587581692021526	0.668563976904681
gene-YPL239W	gene-YPL239W	1115.69014916201	0.277555397596176	0.512815482889688	0.541238333975733	0.588343318427607	0.66929954329639
gene-YER163C	gene-YER163C	195.90432434488	-0.295992282783998	0.547586742874733	-0.540539533937748	0.588825004618673	0.669585389717027
gene-YFR012W	gene-YFR012W	4.56595068649053	-0.893018923491301	1.65163734044425	-0.540687051342096	0.588723305011034	0.669585389717027
gene-YHL009C	gene-YHL009C	170.185411123322	0.245647291630012	0.455156276075748	0.539698790375749	0.589404774324036	0.669982505059905
gene-YMR236W	gene-YMR236W	320.506823230236	0.239288126667087	0.443248804473974	0.539850585611985	0.589300078129338	0.669982505059905
gene-YJL124C	gene-YJL124C	342.567804540716	0.240988464576056	0.446699751709073	0.539486452934067	0.589551242073295	0.670017954425106
gene-snR10	gene-snR10	3.0066269980749	-1.00772273336293	1.8688947109871	-0.539207868393332	0.589743431702341	0.670105342141546
gene-YPL067C	gene-YPL067C	39.2748420309827	0.331730600718629	0.616057427627798	0.538473502374602	0.590250193748645	0.670550063734778
gene-YDR208W	gene-YDR208W	624.951952230687	0.21970643959274	0.408263600092424	0.538148489218736	0.590474538725238	0.670673836050631
gene-YJL171C	gene-YJL171C	436.736127066452	0.231154328902703	0.429886157628309	0.537710565462229	0.590776883914914	0.670886137028816
gene-YNL284C-B	gene-YNL284C-B	3.59257581528691	-0.918385453575563	1.7085310680415	-0.537529267541102	0.590902073930815	0.670897216973216
gene-YFL020C	gene-YFL020C	11.159251692757	-0.558252670892171	1.04048174362404	-0.536532884227024	0.591590315205721	0.671547443745244
gene-YOR316C-A	gene-YOR316C-A	3.22646139785087	0.941622576308681	1.75656550166161	0.536058903250669	0.59191784177668	0.671656871613835
gene-YOL067C	gene-YOL067C	185.223921644427	-0.255294074407419	0.476135578102035	-0.536179370222802	0.59183458975544	0.671656871613835
gene-YLR272C	gene-YLR272C	71.0473033120643	-0.284219221651601	0.53046069815309	-0.535796945261297	0.592098893620521	0.67173116723062
gene-YOR194C	gene-YOR194C	570.571477789073	-0.219513599270941	0.411094341065127	-0.533973780087051	0.593359674746589	0.67289881553701
gene-YOL054W	gene-YOL054W	180.552716583091	-0.251927727879353	0.471673286883016	-0.534114894536811	0.593262045390167	0.67289881553701
gene-YBL043W	gene-YBL043W	89.0347745564995	0.280766240831738	0.527719695725428	0.532036691269944	0.594700583396477	0.674287902984846
gene-YER106W	gene-YER106W	3.25713880633038	0.879980017420705	1.65991236764945	0.530136430435069	0.596017342153759	0.675649072088482
gene-YKR006C	gene-YKR006C	188.191122792486	-0.295217636381101	0.557888739158605	-0.529169376722573	0.596687958064309	0.676277381487863
gene-YGL124C	gene-YGL124C	156.013631853144	0.244218346662843	0.461934908406898	0.528685626953576	0.597023549433277	0.676525808014468
gene-YKL140W	gene-YKL140W	136.11439450103	-0.248522070181355	0.470384023614653	-0.528338671606222	0.597264295373492	0.676666683179481
gene-YER115C	gene-YER115C	151.383539931748	-0.286137209504318	0.542104329851651	-0.527826829168882	0.597619534010998	0.676937191906435
gene-YLR320W	gene-YLR320W	143.576668618897	-0.24626798077189	0.46702610694194	-0.527310951382223	0.597977670462141	0.677210876992588
gene-YOL078W	gene-YOL078W	249.107978883834	0.241004080438983	0.457497071286495	0.526788247542815	0.598340645124083	0.677400169535492
gene-YGL013C	gene-YGL013C	330.247315699204	0.23520894457306	0.446541682323025	0.526734577944531	0.59837791988906	0.677400169535492
gene-YMR316C-A	gene-YMR316C-A	2.97594958959538	-0.975997595220106	1.85707506505989	-0.525556351266087	0.599196490656335	0.678194742686391
gene-YLR351C	gene-YLR351C	615.511025191761	-0.213435522941166	0.40638820387573	-0.52520107844083	0.599443415314568	0.678342120289772
gene-YLR059C	gene-YLR059C	242.304823595901	0.226508073449362	0.432167723936523	0.524120754289905	0.600194554139683	0.679048952788949
gene-YHR092C	gene-YHR092C	768.898582151322	-0.224210296744672	0.427909445588103	-0.523966692150311	0.600301706715351	0.679048952788949
gene-YPR045C	gene-YPR045C	233.999124994435	0.238657147190961	0.456377946216135	0.522937510827782	0.601017739888226	0.679462187167938
gene-YML070W	gene-YML070W	653.90425724543	-0.214957079199245	0.410944265978364	-0.523080857905346	0.600917985789125	0.679462187167938
gene-YFL046W	gene-YFL046W	159.252388979706	-0.242035938248287	0.462788288024882	-0.522994951495561	0.60097776648322	0.679462187167938
gene-YKL095W	gene-YKL095W	175.223120653715	0.272043644163007	0.520537986411013	0.522620156962384	0.601238610538135	0.679579697481065
gene-YFL027C	gene-YFL027C	76.0335982388867	0.290913186788791	0.559173995174232	0.520255214476035	0.602885706230657	0.681308910093832
gene-YBL034C	gene-YBL034C	86.1689161321938	0.277210305370039	0.534410591112093	0.518721578464925	0.603954911755636	0.682384515381756
